Image Filename,Caption,Cleaned Caption
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_154.jpeg,We re kicking off Day Two of the REALITY  Tour with our host Agata Meysner   Co-Founder and President of GenerationClimateEurope!The energy in Paris is high and we re just getting started. Today we re diving into what real climate leadership looks like   from powerful solutions you can use every day to scientists breaking down the big questions about our planet. Plus an inside look at Climate TRACE from Al Gore himself.This is what action looks like. Don t miss a moment   follow us ClimateReality to see it all unfold.#ThisIsReality #TheRealityTour #LeadWithClimateReality,we re kicking off day two of the reality tour with our host agata meysner cofounder and president of generationclimateeuropethe energy in paris is high and we re just getting started today we re diving into what real climate leadership looks like from powerful solutions you can use every day to scientists breaking down the big questions about our planet plus an inside look at climate trace from al gore himselfthis is what action looks like don t miss a moment follow us climatereality to see it all unfold#thisisreality #therealitytour #leadwithclimatereality
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_155.jpeg,#FossilFuel corporations are against us but we can still say yes to #IsOurPlanetHappy. Tell world leaders no more handouts to fossil fuel companies. Sign the petition at bit.ly/G20Subsidies and stand up for our planet! #ActOnClimate,#fossilfuel corporations are against us but we can still say yes to #isourplanethappy tell world leaders no more handouts to fossil fuel companies sign the petition at bitlyg20subsidies and stand up for our planet #actonclimate
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_157.jpeg,It s the last day of the REALITY  Tour in Paris and our host Clover Hogan is here to make sure we end on a high note. We ve talked about the problem we ve shared the solutions and today it s all about action. Our Paris stop is wrapping up today but the work doesn t stop here.#ThisIsReality #TheRealityTour,it s the last day of the reality tour in paris and our host clover hogan is here to make sure we end on a high note we ve talked about the problem we ve shared the solutions and today it s all about action our paris stop is wrapping up today but the work doesn t stop here#thisisreality #therealitytour
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_158.jpeg,2024 has been nothing less than alarming in terms of climate destruction. We can t let this trend continue. Starting NOW all gifts made today will be matched up to 3X! Now is your time to make a gift to help us continue our work mobilizing urgent climate action across the world this #EarthDay. Tap the button to donate or click the #linkinbio,2024 has been nothing less than alarming in terms of climate destruction we can t let this trend continue starting now all gifts made today will be matched up to 3x now is your time to make a gift to help us continue our work mobilizing urgent climate action across the world this #earthday tap the button to donate or click the #linkinbio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_159.jpeg,The 2024 Atlantic #hurricaneseason is shaping up to be a very busy one.Climate Reality meteorologist Ryan Towell explains why. To go deeper on whats behind this projection check out our new blog post (link in bio!).,the 2024 atlantic #hurricaneseason is shaping up to be a very busy oneclimate reality meteorologist ryan towell explains why to go deeper on whats behind this projection check out our new blog post link in bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_160.jpeg,Preserving the planet s health and striving for environmental sustainability is very important. Discover his views on global stewardship and how important it is we come together to save our planet. #IsOurPlanetHappy #ActOnClimate #ProtectOurPlanet #EnvironmentalCare,preserving the planet s health and striving for environmental sustainability is very important discover his views on global stewardship and how important it is we come together to save our planet #isourplanethappy #actonclimate #protectourplanet #environmentalcare
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_161.jpeg,Its frustrating when leaders dont #ActOnClimate at the needed scale and speed. Take action by following ClimateReality and urging leaders to stop providing #FossilFuel subsidies at bit.ly/G20Subsidies. #IsOurPlanetHappy #ClimateRealityxAreYouHappy #ActOnClimate,its frustrating when leaders dont #actonclimate at the needed scale and speed take action by following climatereality and urging leaders to stop providing #fossilfuel subsidies at bitlyg20subsidies #isourplanethappy #climaterealityxareyouhappy #actonclimate
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_162.jpeg,Happy #NationalVoterRegistrationDay! Register or check your status now at our link in bio.#YourVoteMatters #TurnOutForTomorrow #VOTE #voting #VoteReady,happy #nationalvoterregistrationday register or check your status now at our link in bio#yourvotematters #turnoutfortomorrow #vote #voting #voteready
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_163.jpeg,Do you know what The African Development Bank is? afdb_group is a public finance institution (PFI) tasked with fostering sustainable economic development on the continent. With a focus on advancing sustainable and clean energy transition the bank plays a pivotal role in shaping #TheAfricaWeWant. As the Bank holds its annual meeting in Nairobi Kenya next week people in communities across the continent are demanding it prioritize Africa s best interests and livelihoods.Sign the AfricanClimateReality and ACRPWestAfrica petition here shorturl.at/TIzPG or click their #linkinbio to pressure the bank to invest in #cleanenergy for a brighter future for Africa! #FinanceOurFuture #AFDBAM2024,do you know what the african development bank is afdb_group is a public finance institution pfi tasked with fostering sustainable economic development on the continent with a focus on advancing sustainable and clean energy transition the bank plays a pivotal role in shaping #theafricawewant as the bank holds its annual meeting in nairobi kenya next week people in communities across the continent are demanding it prioritize africa s best interests and livelihoodssign the africanclimatereality and acrpwestafrica petition here shorturlattizpg or click their #linkinbio to pressure the bank to invest in #cleanenergy for a brighter future for africa #financeourfuture #afdbam2024
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_164.jpeg,Students hold the key to a future free from coal oil and gas powering their education. The Green Schools Campaign is developing the leadership of students and bringing them together with teachers parents and community members to spearhead initiatives to transition school districts to 100% clean energy. Take the first step towards launching a campaign for a clean energy transition in your school by joining a Green Schools Campaign summer orientation call this month. First one is tomorrow @ 7PM ET! Bit.ly/3zfgsqF,students hold the key to a future free from coal oil and gas powering their education the green schools campaign is developing the leadership of students and bringing them together with teachers parents and community members to spearhead initiatives to transition school districts to 100 clean energy take the first step towards launching a campaign for a clean energy transition in your school by joining a green schools campaign summer orientation call this month first one is tomorrow @ 7pm et bitly3zfgsqf
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_165.jpeg,Her favorite places are by the sea rivers or in forests natural spots that are deeply meaningful.   She believes we have no choice but to act now. We need to raise awareness about the importance of nature for our well-being to protect biodiversity and climate and support community initiatives. #IsOurPlanetHappy #ProtectNature #BiodiversityMatters #ClimateAction #CommunityEfforts,her favorite places are by the sea rivers or in forests natural spots that are deeply meaningful she believes we have no choice but to act now we need to raise awareness about the importance of nature for our wellbeing to protect biodiversity and climate and support community initiatives #isourplanethappy #protectnature #biodiversitymatters #climateaction #communityefforts
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_166.jpeg,On Wednesday students and adults joined the first Green Schools Campaign summer orientation call to learn how to take the first step towards launching campaigns for clean energy transitions in schools across the United States. Join us again on Monday July 22 for our next and final summer orientation call for the Green Schools Campaign. Bit.ly/3zfgsqFgreenschoolscampaign,on wednesday students and adults joined the first green schools campaign summer orientation call to learn how to take the first step towards launching campaigns for clean energy transitions in schools across the united states join us again on monday july 22 for our next and final summer orientation call for the green schools campaign bitly3zfgsqfgreenschoolscampaign
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_167.jpeg,Like Marionenzer when you attend our ClimateReality Training in Paris from 28-30 March you ll be joining The Climate Reality Leadership Corps a global network where you can make a real difference for our planet.  Sign up today at our link in bio and we look forward to seeing you in Paris!  //Tout comme Marion si vous participez   notre prochain training Climate Reality   Paris du 28 au 30 Mars vous rejoindrez une communaut  de climate leaders engag s et vous pourrez vous mobiliser pour l avenir de la plan te. Candidatez aujourd hui via le lien en bio nous sommes impatients de vous rencontrer   Paris !,like marionenzer when you attend our climatereality training in paris from 2830 march you ll be joining the climate reality leadership corps a global network where you can make a real difference for our planet sign up today at our link in bio and we look forward to seeing you in paris tout comme marion si vous participez notre prochain training climate reality paris du 28 au 30 mars vous rejoindrez une communaut de climate leaders engag s et vous pourrez vous mobiliser pour l avenir de la plan te candidatez aujourd hui via le lien en bio nous sommes impatients de vous rencontrer paris
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_168.jpeg,On the last day of our US Virtual Training we re extending a huge congratulations to Don Viecelli who was honored with the Alfredo Sirkis Memorial Green Ring Award from our founder AlGore for his incredible work in regenerative agriculture & climate solutions. Don reminds us all that our purpose is to leave the planet better than we found it. #ClimateHero #ClimateRealityLeader #LeadwithClimateReality #ActonClimate,on the last day of our us virtual training we re extending a huge congratulations to don viecelli who was honored with the alfredo sirkis memorial green ring award from our founder algore for his incredible work in regenerative agriculture climate solutions don reminds us all that our purpose is to leave the planet better than we found it #climatehero #climaterealityleader #leadwithclimatereality #actonclimate
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_169.jpeg,People power this movement. That s why we re excited to lift up grassroots climate leaders with goldmanprize.   Share how you are making a difference in your community using the hashtag #TheDoingMakesTheDifference and tune into the Goldman Environmental Prize ceremony livestream on Monday April 21 to discover the stories of environmental changemakers from around the world! https://www.goldmanprize.org/ceremony,people power this movement that s why we re excited to lift up grassroots climate leaders with goldmanprize share how you are making a difference in your community using the hashtag #thedoingmakesthedifference and tune into the goldman environmental prize ceremony livestream on monday april 21 to discover the stories of environmental changemakers from around the world
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_170.jpeg,Just like Clara (iamcleer) said in order to ensure that Indigenous communities in the Global South secure a just transition climate justice is essential. Period. The REALITY  Tour is packed with climate activists motivated and ready to face the climate crisis head-on. #TheRealityTour #ThisIsReality,just like clara iamcleer said in order to ensure that indigenous communities in the global south secure a just transition climate justice is essential period the reality tour is packed with climate activists motivated and ready to face the climate crisis headon #therealitytour #thisisreality
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_171.jpeg,Attending our training in Paris on 28-30 March will turn you from a spectator into a climate advocate. You might not know how to act now but like Frederic you will develop important skills alongside extraordinary passionate leaders that will transform your concerns into climate action. Don t miss your chance to experience this unique opportunity -- sign up to join by clicking the link in our bio!,attending our training in paris on 2830 march will turn you from a spectator into a climate advocate you might not know how to act now but like frederic you will develop important skills alongside extraordinary passionate leaders that will transform your concerns into climate action don t miss your chance to experience this unique opportunity sign up to join by clicking the link in our bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_172.jpeg,**By using the hashtags #IsOurPlanetHappy and #CRPostThis you give us consent to share your content on Climate Realitys platforms. **#IsOurPlanetHappy? It s your turn to tell us!Now until August 30 we want you to record a 30 second or less video telling us if you think our planet is happy! Your post could be featured on The Climate Reality Project s channel in September! Here s how you can join the conversation:  Record your video answering the question  Is Our Planet Happy?  and why.  Post your video on your social page with the hashtags #IsOurPlanetHappy and #CRPostThis!  Follow ClimateReality and watch to see if we feature you in September!We can t wait to see your thoughts and how we can make a difference.,by using the hashtags #isourplanethappy and #crpostthis you give us consent to share your content on climate realitys platforms #isourplanethappy it s your turn to tell usnow until august 30 we want you to record a 30 second or less video telling us if you think our planet is happy your post could be featured on the climate reality project s channel in september here s how you can join the conversation record your video answering the question is our planet happy and why post your video on your social page with the hashtags #isourplanethappy and #crpostthis follow climatereality and watch to see if we feature you in septemberwe can t wait to see your thoughts and how we can make a difference
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_173.jpeg,We asked and they answered! Listen to what our training in Rome meant to our amazing new Climate Reality Leaders. We are excited to see how the nearly one thousand people who joined us for three days will #ActonClimate and #LeadwithClimateReality to make a difference.,we asked and they answered listen to what our training in rome meant to our amazing new climate reality leaders we are excited to see how the nearly one thousand people who joined us for three days will #actonclimate and #leadwithclimatereality to make a difference
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_175.jpeg,Paloma came to the REALITY  Tour in Paris with more than just hope   she came with a message her generation needs the world to hear.  This is the kind of message that demands to be heard.  Dont miss out on your chance to join the Tour online at  www.therealitytour.org!  #ThisIsReality #TheRealityTour,paloma came to the reality tour in paris with more than just hope she came with a message her generation needs the world to hear this is the kind of message that demands to be heard dont miss out on your chance to join the tour online at #thisisreality #therealitytour
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_176.jpeg,This June Rome isnt just about ancient history its about making history! Join us by attending the Climate Reality Leadership Training to gain the skills and network to support #climateaction in your community! Connect learn and lead the way to a just sustainable and greener future 28-30 June - apply today! BIT.LY/JOINROME24,this june rome isnt just about ancient history its about making history join us by attending the climate reality leadership training to gain the skills and network to support #climateaction in your community connect learn and lead the way to a just sustainable and greener future 2830 june apply today bitlyjoinrome24
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_177.jpeg,Billions of dollars in climate finance are on the move. But where are they going and who s being left behind? Find out the answer to this question and more this Wednesday April 9 at 11 AM EDT. We re hosting a powerful conversation on the World Bank s role in accelerating climate action breaking down how multilateral development banks are shaping the future of the planet what needs to change and what you can do. Climate finance should do more than move money   it should move us toward a sustainable future. Join us to explore what that really takes by signing up now. Link in our bio for more information!,billions of dollars in climate finance are on the move but where are they going and who s being left behind find out the answer to this question and more this wednesday april 9 at 11 am edt we re hosting a powerful conversation on the world bank s role in accelerating climate action breaking down how multilateral development banks are shaping the future of the planet what needs to change and what you can do climate finance should do more than move money it should move us toward a sustainable future join us to explore what that really takes by signing up now link in our bio for more information
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_178.jpeg,Enough is enough. In two days on June 6 lets come together in the heart of DC to demand accountability from EximBankUS. Their funding of #fossilfuels is devastating our planet and future generations. Its time for real action from the bank to address the climate crisis. Sign up at bit.ly/JoinAgainistExim or at the link in our bio.,enough is enough in two days on june 6 lets come together in the heart of dc to demand accountability from eximbankus their funding of #fossilfuels is devastating our planet and future generations its time for real action from the bank to address the climate crisis sign up at bitlyjoinagainistexim or at the link in our bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_179.jpeg,People of ordinary backgrounds doing extraordinary things to save our Earth.  That s what the goldmanprize celebrates  and since climate change is one of the leading risks to our planet were proud to support them. Tune in April 21 to meet the leaders reshaping our future + share your own impact using #TheDoingMakesTheDifference. https://www.goldmanprize.org/ceremony,people of ordinary backgrounds doing extraordinary things to save our earth that s what the goldmanprize celebrates and since climate change is one of the leading risks to our planet were proud to support them tune in april 21 to meet the leaders reshaping our future share your own impact using #thedoingmakesthedifference
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_180.jpeg,He paused pondering his favorite place on Earth. Then with a smile he spoke two words that capture the essence of untamed beauty: the ocean. #IsOurPlanet #OceanLove #WildNature,he paused pondering his favorite place on earth then with a smile he spoke two words that capture the essence of untamed beauty the ocean #isourplanet #oceanlove #wildnature
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_181.jpeg,We are deeply connected to the natural world but our current systems harm it. Let s start conversations and remind each other that we re not alone. Join us in demanding an end to G20 fossil fuel subsidies. Sign the petition at bit.ly/G20Subsidies #IsOurPlanetHappy #ActOnClimate #ClimateAction #ClimateChange #EndFossilFuels,we are deeply connected to the natural world but our current systems harm it let s start conversations and remind each other that we re not alone join us in demanding an end to g20 fossil fuel subsidies sign the petition at bitlyg20subsidies #isourplanethappy #actonclimate #climateaction #climatechange #endfossilfuels
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_182.jpeg,The rollout of #cleanenergy incentives is now in Arizona and it s a #ClimateWin! Together we can create healthier communities and a thriving planet. If you are an Arizonian and/or live in the state or know someone who does you can learn more about the program at Efficiency Arizona at the link in our bio. Let s continue to make the transition to clean energy a reality!,the rollout of #cleanenergy incentives is now in arizona and it s a #climatewin together we can create healthier communities and a thriving planet if you are an arizonian andor live in the state or know someone who does you can learn more about the program at efficiency arizona at the link in our bio let s continue to make the transition to clean energy a reality
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_183.jpeg,At #COP29 join Al Gore and other climate leaders for  Raising Climate Ambition.  Well tackle topics like fossil fuel phase-out climate targets and funding clean energy transitions. Follow us #OnthegroundCOP29 for updates: https://bit.ly/4fjZ97M,at #cop29 join al gore and other climate leaders for raising climate ambition well tackle topics like fossil fuel phaseout climate targets and funding clean energy transitions follow us #onthegroundcop29 for updates
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_184.jpeg,: Unisciti a noi a Roma per la formazione Climate Reality Leadership Corps dal 28 al 30 giugno.  : Become a Climate Reality Leader by joining us in Rome for the Climate Reality Leadership Corps training from June 28-30. Link in our bio. #ActOnClimate #LeadOnClimate,unisciti a noi a roma per la formazione climate reality leadership corps dal 28 al 30 giugno become a climate reality leader by joining us in rome for the climate reality leadership corps training from june 2830 link in our bio #actonclimate #leadonclimate
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_185.jpeg,The reality is we must #EndFossilFuel reliance globally. To make the Earth happy we need to listen to Indigenous and other communities and act on their wisdom.   frias_daphne. #IsOurPlanetHappy,the reality is we must #endfossilfuel reliance globally to make the earth happy we need to listen to indigenous and other communities and act on their wisdom frias_daphne #isourplanethappy
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_186.jpeg,He loves his favorite place for its vibrancy.   But he fears that in 10 years if we dont tackle climate change the coral reefs may be gone due to warming waters. Hear his heartfelt concern for these irreplaceable ecosystems.#SaveTheReefs #ClimateCrisis #ActNow #IsOurPlanetHappy,he loves his favorite place for its vibrancy but he fears that in 10 years if we dont tackle climate change the coral reefs may be gone due to warming waters hear his heartfelt concern for these irreplaceable ecosystems#savethereefs #climatecrisis #actnow #isourplanethappy
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_187.jpeg,Like Fabrice you can become part of ClimateRealitys training in Paris! This is your chance to learn helpful climate advocacy skills from speakers and workshops but you also will make amazing lifelong connections and be part of a global network of over 3.8 million people. Join us in Paris from 28-30 March to learn grow and take bold action. Sign up now at the link in our bio!,like fabrice you can become part of climaterealitys training in paris this is your chance to learn helpful climate advocacy skills from speakers and workshops but you also will make amazing lifelong connections and be part of a global network of over 38 million people join us in paris from 2830 march to learn grow and take bold action sign up now at the link in our bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_188.jpeg,BIG NEWS  : Climate TRACE is a Webby finalist! This is HUGE. Climate TRACE is the first tool that shows exactly where emissions are coming from across every country and industry in nearly real time. It s helping hold polluters accountable and now it s up for one of the biggest honors on the internet! Co-founded by AlGore. Powered by climate truth. Let s help it win. https://bit.ly/3E344Ne,big news climate trace is a webby finalist this is huge climate trace is the first tool that shows exactly where emissions are coming from across every country and industry in nearly real time it s helping hold polluters accountable and now it s up for one of the biggest honors on the internet cofounded by algore powered by climate truth let s help it win
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_189.jpeg,On August 17 2022 the Long Beach Green Schools Campaign won their demand for a rapid transition to 100% #cleanenergy in their schools when the Long Beach Unified School District passed Board Policy 3510.1. Today we re celebrating the progress the district has made since passing Board Policy 3510.1. Because of the hard work of the campaign s student leaders and adult mentors 36 schools in the Long Beach Unified School District will have renewable energy systems by 2026. If you d like to see clean energy power your school join us! bit.ly/GreenSchoolsNow,on august 17 2022 the long beach green schools campaign won their demand for a rapid transition to 100 #cleanenergy in their schools when the long beach unified school district passed board policy 35101 today we re celebrating the progress the district has made since passing board policy 35101 because of the hard work of the campaign s student leaders and adult mentors 36 schools in the long beach unified school district will have renewable energy systems by 2026 if you d like to see clean energy power your school join us bitlygreenschoolsnow
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_190.jpeg,One tour. One world.We re kicking off the REALITY  Tour tomorrow in Paris and online.From Latin America to the Philippines Canada to South Africa our branches are hosting trainings on March 28 and April 2. It s a wave of climate action and leaders around the world.Will you join them?Former Vice President algore goes live tomorrow. Register now and be part of it. Link in bio.#ThisIsReality #TheRealityTour #Paris #France,one tour one worldwe re kicking off the reality tour tomorrow in paris and onlinefrom latin america to the philippines canada to south africa our branches are hosting trainings on march 28 and april 2 it s a wave of climate action and leaders around the worldwill you join themformer vice president algore goes live tomorrow register now and be part of it link in bio#thisisreality #therealitytour #paris #france
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_192.jpeg,: Ti chiedi come dare un senso al cambiamento climatico e coinvolgere gli altri nellazione per il clima? :earth_americas: Unisciti a noi a Roma per la formazione Climate Reality Leadership Corps dal 28 al 30 giugno. Sentirai attivisti influencer scienziati e altro ancora su soluzioni attuabili e sulla promozione di un senso di comunit  nella nostra lotta collettiva contro il cambiamento climatico. : Wonder how to make sense of climate change and engage with others for climate action? :earth_americas: Become a Climate Reality Leader by joining us at The Climate Reality Leadership Corps Training from June 28-30. Youll hear from activists influencers scientists and more about actionable solutions and fostering a sense of community in our collective fight against climate change. The event is free and open to everyone. You can click the link or find it in the bio. See you there!#ActonClimate #LeadOnClimate,ti chiedi come dare un senso al cambiamento climatico e coinvolgere gli altri nellazione per il clima earth_americas unisciti a noi a roma per la formazione climate reality leadership corps dal 28 al 30 giugno sentirai attivisti influencer scienziati e altro ancora su soluzioni attuabili e sulla promozione di un senso di comunit nella nostra lotta collettiva contro il cambiamento climatico wonder how to make sense of climate change and engage with others for climate action earth_americas become a climate reality leader by joining us at the climate reality leadership corps training from june 2830 youll hear from activists influencers scientists and more about actionable solutions and fostering a sense of community in our collective fight against climate change the event is free and open to everyone you can click the link or find it in the bio see you there#actonclimate #leadonclimate
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_193.jpeg,Veena co-founder of the Youth Negotiators Academy called the REALITY  Tour one of the most incredible trainings she s experienced. After hearing from voices across the climate fight her call to world leaders is to lead with fairness ambition and justice for every generation.  You can also watch Al Gore s presentation online!  Sign up at www.therealitytour.org  #ThisIsReality #TheRealityTour,veena cofounder of the youth negotiators academy called the reality tour one of the most incredible trainings she s experienced after hearing from voices across the climate fight her call to world leaders is to lead with fairness ambition and justice for every generation you can also watch al gore s presentation online sign up at #thisisreality #therealitytour
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_194.jpeg,You asked we listened! Because of popular demand we have extended the deadline for our #CRUSVirtual to let more people to attend. But act soon   our new deadline is October 10! Register at our link in bio.,you asked we listened because of popular demand we have extended the deadline for our #crusvirtual to let more people to attend but act soon our new deadline is october 10 register at our link in bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_195.jpeg,We #StandForScience because when it comes to facing challenges like the climate crisis the truth matters. And last night at the joint address to Congress what we got was the opposite of truth. So we thought it was time for a little #realitycheck on the presidents statements and what s really going on. Join us: Tell Congress to #ActOnClimate and protect IRA funds to defend and save our future. Link in bio. #JointAddress #TrumpAdministration #SaveOurPlanet #CleanEnergy #ActOnClimate #LeadOnClimate,we #standforscience because when it comes to facing challenges like the climate crisis the truth matters and last night at the joint address to congress what we got was the opposite of truth so we thought it was time for a little #realitycheck on the presidents statements and what s really going on join us tell congress to #actonclimate and protect ira funds to defend and save our future link in bio #jointaddress #trumpadministration #saveourplanet #cleanenergy #actonclimate #leadonclimate
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_196.jpeg,: Unisciti a noi a Roma per la formazione Climate Reality Leadership Corps dal 28 al 30 giugno.  : Become a Climate Reality Leader by joining us in Rome for the Climate Reality Leadership Corps training from June 28-30. Link in our bio. #ActOnClimate #LeadOnClimate,unisciti a noi a roma per la formazione climate reality leadership corps dal 28 al 30 giugno become a climate reality leader by joining us in rome for the climate reality leadership corps training from june 2830 link in our bio #actonclimate #leadonclimate
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_197.jpeg,What if your school ran on clean energy instead of fossil fuels? Tucson students decided to find out. After months of relentless advocacy led by the Arizona Youth Climate Coalition the Tucson Unified School District passed one of the most ambitious school climate resolutions in the US! Now the Green Schools Campaign is bringing our network and the Arizona Youth Climate Coalition together to help you to map out the next wave of #ClimateAction. Join us TONIGHT at 8 PM ET to learn how you can start or level up your school s clean energy transition campaign! bit.ly/GSCstudentcall.,what if your school ran on clean energy instead of fossil fuels tucson students decided to find out after months of relentless advocacy led by the arizona youth climate coalition the tucson unified school district passed one of the most ambitious school climate resolutions in the us now the green schools campaign is bringing our network and the arizona youth climate coalition together to help you to map out the next wave of #climateaction join us tonight at 8 pm et to learn how you can start or level up your school s clean energy transition campaign bitlygscstudentcall
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_198.jpeg,Wrapping up day one with World Youth for Climate Justice s iamsamyira at the REALITY  Tour. Ben Ali enlightened us on her personal motivation for being a climate justice activist. #TheRealityTour #ThisIsReality,wrapping up day one with world youth for climate justice s iamsamyira at the reality tour ben ali enlightened us on her personal motivation for being a climate justice activist #therealitytour #thisisreality
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_199.jpeg,This phenomenal woman said it best: Real change starts with just one person willing to act. WanjiraMathai is proof of that. As chair of the Wangari Maathai Foundation and managing director for Africa and Global Partnerships at the World Resources Institute she s leading the way - continuing a powerful legacy of environmental leadership and bold #ClimateAction. And that s not all - she s also one of our very own Climate Reality Leaders! We celebrate women who lead inspire and create lasting impact. Because when one person steps up real change can begin. #ActOnClimate,this phenomenal woman said it best real change starts with just one person willing to act wanjiramathai is proof of that as chair of the wangari maathai foundation and managing director for africa and global partnerships at the world resources institute she s leading the way continuing a powerful legacy of environmental leadership and bold #climateaction and that s not all she s also one of our very own climate reality leaders we celebrate women who lead inspire and create lasting impact because when one person steps up real change can begin #actonclimate
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_200.jpeg,They have a responsibility to limit their pollution. We have to protect ourselves and the planet. Tell world leaders to end handouts by taking action bit.ly/G20Subsidies #EndFossilFuel #IsOurPlanetHappy,they have a responsibility to limit their pollution we have to protect ourselves and the planet tell world leaders to end handouts by taking action bitlyg20subsidies #endfossilfuel #isourplanethappy
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_201.jpeg,Corporations and some government officials want us to believe pollution is just the cost of doing business   that it s just a coincidence it keeps showing up predominately in Black communities. But history tells a different story. From Memphis to Flint Black communities have been leading the fight for environmental justice for generations. And today? The fight isn t over and neither are we. Read our blog  Know Your Roots: Black History in Environmental Justice  to learn what s at stake by clicking the link in our bio.,corporations and some government officials want us to believe pollution is just the cost of doing business that it s just a coincidence it keeps showing up predominately in black communities but history tells a different story from memphis to flint black communities have been leading the fight for environmental justice for generations and today the fight isn t over and neither are we read our blog know your roots black history in environmental justice to learn what s at stake by clicking the link in our bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_202.jpeg,Dr. Damian Marcov has transformed his passion for pediatrics into a mission for climate health and solutions by participating in a ClimateReality training! You can make a difference too! Don t wait register for the US virtual training by TONIGHT at 11:59 PM ET!Click the link in our bio.,dr damian marcov has transformed his passion for pediatrics into a mission for climate health and solutions by participating in a climatereality training you can make a difference too don t wait register for the us virtual training by tonight at 1159 pm etclick the link in our bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_203.jpeg,The climate crisis is shaking up multiple industries   from health care to finance to non-profits and more. But climate curious people like Ronny are helping mitigate the damages the crisis causes by exploring climate solutions and arming themselves with the facts and the tools to fight for a just transition into clean energy for the planet. #ThisIsReality #TheRealityTour #LeadWithClimateReality,the climate crisis is shaking up multiple industries from health care to finance to nonprofits and more but climate curious people like ronny are helping mitigate the damages the crisis causes by exploring climate solutions and arming themselves with the facts and the tools to fight for a just transition into clean energy for the planet #thisisreality #therealitytour #leadwithclimatereality
